,Movie Title,Certification,Runtime,Rating,Release Year,Metascore
245,The Skin I Live In,R,120,7.6,2011,70
246,Kill Bill: Vol. 2,R,137,8.0,2004,83
247,Official Secrets,R,112,7.3,2019,63
248,The Town,R,125,7.5,2010,74
249,Atomic Blonde,R,115,6.7,2017,63
250,12 Monkeys,R,129,8.0,1995,74
251,Mission: Impossible - Rogue Nation,PG-13,131,7.4,2015,75
252,Ghost,PG-13,127,7.0,1990,52
253,Ocean's Eleven,PG-13,116,7.8,2001,74
254,Orphan,R,123,6.9,2009,42
255,Crawl,R,87,6.2,2019,60
256,Bright,TV-MA,117,6.3,2017,29
257,The Sixth Sense,PG-13,107,8.1,1999,64
258,The Woman in the Window,R,,,2020,
259,Vertigo,PG,128,8.3,1958,100
260,The Nothing,,79,3.1,2018,
261,We Have Always Lived in the Castle,Not Rated,90,5.6,2018,63
262,District 9,R,112,7.9,2009,81
263,The Fate of the Furious,PG-13,136,6.7,2017,56
264,Higher Learning,R,127,6.5,1995,54
265,Death Proof,Not Rated,113,7.0,2007,
266,The Meg,PG-13,113,5.7,2018,46
267,The Imitation Game,PG-13,114,8.0,2014,73
268,Saw,R,103,7.6,2004,46
269,Total Recall,PG-13,118,6.3,2012,43
270,Hollow Man,R,112,5.8,2000,24
271,10 Cloverfield Lane,PG-13,103,7.2,2016,76
272,The Command,PG-13,117,6.6,2018,55
273,GoldenEye,PG-13,130,7.2,1995,65
274,Dragged Across Concrete,R,159,7.0,2018,60
275,Sicario: Day of the Soldado,R,122,7.1,2018,61
276,The Fast and the Furious: Tokyo Drift,PG-13,104,6.0,2006,45
277,In Time,PG-13,109,6.7,2011,53
278,Godzilla,PG-13,123,6.4,2014,62
279,Crash,R,112,7.8,2004,69
280,Captain Phillips,PG-13,134,7.8,2013,83
281,Idiocracy,R,84,6.6,2006,66
282,The Conjuring,R,112,7.5,2013,68
283,A Few Good Men,R,138,7.7,1992,62
284,The Book of Eli,R,118,6.9,2010,53
285,The Snowman,R,119,5.1,2017,23
286,Everest,PG-13,121,7.1,2015,64
287,Zero Dark Thirty,R,157,7.4,2012,95
288,War of the Worlds,PG-13,116,6.5,2005,73
289,Wonderland,R,104,6.6,2003,43
290,Primal Fear,R,129,7.7,1996,47
291,War for the Planet of the Apes,PG-13,140,7.4,2017,82
292,Tomb Raider,PG-13,119,6.3,2018,48
293,Last Night in Soho,,,,2020,
294,The Machinist,R,101,7.7,2004,61
295,V for Vendetta,R,132,8.2,2005,62
296,Blumhouse's Truth or Dare,PG-13,100,5.1,2018,35
297,Term Life,R,93,5.5,2016,23
298,The Poison Rose,R,98,4.6,2019,30
