,Movie Title,Certification,Runtime,Rating,Release Year,Metascore
221,The Wonderful World of the Brothers Grimm,G,135,6.4,1962,
222,High Society,Not Rated,111,7.0,1956,
223,Chi-Raq,R,127,5.7,2015,77
224,Om Shanti Om,PG-13,162,6.7,2007,
225,One from the Heart,R,107,6.5,1981,57
226,Disney's Newsies: The Broadway Musical!,PG,149,8.5,2017,
227,Blue Hawaii,PG,102,6.1,1961,58
228,Night and Day,Approved,128,6.2,1946,
229,Help!,G,92,7.2,1965,
230,Ice,,113,7.0,2018,
231,Bob's Burgers: The Movie,,,,2020,
232,The Little Prince,G,88,6.5,1974,
233,The Lure,Not Rated,92,6.3,2015,72
234,Anand,Not Rated,122,8.8,1971,
235,Babes in Toyland,Approved,106,6.3,1960,55
236,Charming,,85,5.6,2018,
237,A Christmas Carol,,,,(VI,
238,Bride & Prejudice,PG-13,122,6.1,2004,55
239,De-Lovely,PG-13,125,6.6,2004,53
240,The Garbage Pail Kids Movie,PG,100,2.6,1987,1
241,Tom and Jerry: The Movie,G,84,5.4,1992,
242,Como Caído Del Cielo,TV-14,112,6.4,2019,
243,Everyone Says I Love You,R,101,6.7,1996,
244,Double Dutchess: Seeing Double,Unrated,63,4.9,2017,
245,Kabhi Khushi Kabhie Gham...,Not Rated,210,7.4,2001,
246,Spinning Gold,,,,,
247,Meet the Feebles,Not Rated,97,6.7,1989,
248,High Time,,103,6.2,1960,
249,Camelot,G,179,6.6,1967,70
250,"Buttons, A New Musical Film",PG,115,5.5,2018,
251,The Country Bears,G,88,4.1,2002,37
252,From Justin to Kelly,PG,81,2.1,2003,14
253,Spring Awakening,,,,2023,
254,A Week Away,,90,,2020,
255,Sweet Charity,G,149,7.0,1969,53
256,Yellow Submarine,G,85,7.4,1968,79
257,The Merry Widow,Approved,105,5.8,1952,
258,Valley Girl,PG-13,,,2020,
259,Erotic,,75,,2020,
260,8 femmes,R,111,7.1,2002,64
261,Sesame Street,,,,2021,
262,The Young Girls of Rochefort,G,125,7.6,1967,
263,Calamity Jane,Passed,101,7.3,1953,
264,Kinky Boots: The Musical,,135,8.0,2019,
265,Gigantic,,,,(I,
266,Sgt. Pepper's Lonely Hearts Club Band,PG,113,4.1,1978,
267,On the Town,Passed,98,7.4,1949,71
268,Head,G,86,6.6,1968,
269,The Last Five Years,PG-13,94,5.9,2014,60
270,The Singing Detective,R,109,5.5,2003,45
271,Thoroughly Modern Millie,G,138,6.9,1967,
272,The Three Caballeros,Approved,71,6.5,1944,85
273,Bébé's Kids,PG-13,72,5.8,1992,
274,Pootie Tang,PG-13,81,5.3,2001,31
275,Yeh Jawaani Hai Deewani,Not Rated,160,7.1,2013,
276,Red Riding Hood,PG,82,3.5,2006,
277,March of the Wooden Soldiers,Passed,77,7.2,1934,
278,Strange Magic,PG,99,5.8,2015,25
279,Attack of the Killer Tomatoes!,PG,83,4.6,1978,9
280,I'm Always Here,Not Rated,179,7.0,2004,
281,The Great Muppet Caper,G,97,7.2,1981,70
282,Porgy and Bess,Not Rated,138,7.1,1959,
283,The Glenn Miller Story,Approved,115,7.3,1954,
284,The Pirates of Penzance,G,112,7.1,1983,66
285,Shock Treatment,PG,94,5.8,1981,36
286,The Happiness of the Katakuris,R,113,7.1,2001,60
287,Aashiqui 2,Not Rated,132,7.0,2013,
288,1776,G,141,7.6,1972,
289,Godspell,G,103,6.4,1973,
290,Merrily We Roll Along,,,,,
291,The Muppets Take Manhattan,G,94,6.9,1984,64
292,Mr. Toad's Wild Ride,PG,88,6.3,1996,
293,Fame,PG,107,5.1,2009,39
294,Topsy-Turvy,R,160,7.3,1999,90
295,The Phantom of the Opera at the Royal Albert Hall,Not Rated,137,8.8,2011,
296,The Rugrats Movie,G,79,5.9,1998,
297,A Prairie Home Companion,PG-13,105,6.7,2006,75
298,Three Little Words,Passed,102,6.9,1950,
299,Pennies from Heaven,R,108,6.5,1981,
300,The Jungle Book 2,G,72,5.4,2003,38
301,Billy Elliot,Not Rated,169,8.5,2014,
302,Absolute Beginners,PG-13,108,5.5,1986,60
303,Les Misérables in Concert: The 25th Anniversary,Not Rated,178,8.8,2010,
304,Hansel and Gretel,Not Rated,84,6.8,1987,
305,Walking on Sunshine,Not Rated,97,5.4,2014,
306,Camp,PG-13,114,6.2,2003,55
307,The Thief and the Cobbler,G,90,7.1,1993,
308,Veer-Zaara,Not Rated,192,7.8,2004,67
309,London Road,TV-14,91,5.2,2015,71
310,Liefling,,114,6.4,2010,
311,Carefree,Passed,83,7.1,1938,
312,Joe's Apartment,PG-13,80,5.4,1996,
313,Best Summer Ever,,72,,2020,
314,Jetsons: The Movie,G,82,5.6,1990,46
315,The Harvey Girls,Not Rated,102,7.1,1946,
316,Kuch Kuch Hota Hai,Not Rated,177,7.6,1998,
317,The Slipper and the Rose: The Story of Cinderella,G,127,7.1,1976,
318,Carmen Jones,Approved,105,6.8,1954,65
319,Brigadoon,Passed,108,6.8,1954,
320,The Human Tornado,R,96,6.1,1976,
321,Sweet Dreams,PG-13,115,7.1,1985,65
322,Eight Crazy Nights,PG-13,76,5.4,2002,23
323,Mother Wore Tights,,107,6.6,1947,
324,The Apple,PG,90,4.3,1980,39
325,The Little Princess,Approved,93,7.2,1939,
326,Cats Don't Dance,G,75,6.9,1997,
327,The Adventures of Elmo in Grouchland,G,73,5.7,1999,59
328,The Chocolate Soldier,Passed,102,6.2,1941,
329,Beyond the Sea,PG-13,118,6.7,2004,46
330,Aashiqui,Not Rated,152,6.3,1990,
331,Cinderfella,Not Rated,91,6.0,1960,
332,Kartoffelsalat 3 - Das Musical,,92,7.1,2020,
333,Viva Las Vegas,Approved,85,6.4,1964,69
334,True Stories,PG,89,7.2,1986,67
335,Mohabbatein,Not Rated,216,7.1,2000,
336,42nd Street,Passed,89,7.4,1933,
337,Can't Stop the Music,PG,124,4.1,1980,
338,Sunset Boulevard,,,,,
339,Cannibal! The Musical,R,95,7.1,1993,
340,99 Songs,,128,,2020,
341,The Muppet Christmas Carol,G,85,7.7,1992,64
342,The Unsinkable Molly Brown,Approved,128,6.8,1964,
343,Happy Go Lovely,Approved,97,6.5,1951,
344,Forbidden Zone,R,74,6.7,1982,64
345,Lisztomania,R,103,6.3,1975,
346,"Goodbye, Mr. Chips",G,155,6.9,1969,
347,The Road to Hong Kong,Passed,91,6.2,1962,
348,Sanam Teri Kasam,Not Rated,154,7.3,2016,
349,Been So Long,,100,5.4,2018,74
350,Road to Bali,Approved,91,6.5,1952,
351,Gypsy,Approved,143,7.2,1962,
352,Robin and the 7 Hoods,Approved,123,6.5,1964,
353,The Devil's Violinist,R,122,6.1,2013,38
354,Back to the Beach,PG,92,5.9,1987,62
355,The Jazz Singer,Unrated,88,6.5,1927,66
356,Phineas and Ferb the Movie: Candace Against the Universe,,,,2020,
357,Lost Horizon,G,150,5.4,1973,
358,Basmati Blues,Not Rated,106,3.5,2017,30
359,The Boy Friend,G,137,6.8,1971,
360,Man of La Mancha,PG,132,6.6,1972,
361,King Creole,PG,116,7.0,1958,
362,Heartbeats,PG,107,5.4,2017,
363,Finian's Rainbow,G,141,6.2,1968,
364,A Piece of My Heart,,116,6.1,2019,
365,Music,,,,(I,
366,The Broadway Melody,Passed,100,5.7,1929,
367,The Book of Mormon,,,,,
368,Always in My Heart,Passed,92,6.4,1942,
369,Mr. India,,179,7.8,1987,
370,I Could Go on Singing,Not Rated,100,7.0,1963,
371,Guy and Madeline on a Park Bench,Not Rated,82,6.1,2009,83
372,My Blue Heaven,Approved,96,6.2,1950,
373,Girls! Girls! Girls!,PG,106,5.7,1962,
374,Cover Girl,Passed,107,6.8,1944,
375,Flower Drum Song,Approved,133,7.0,1961,
376,Goliyon Ki Rasleela Ram-Leela,Not Rated,150,6.4,2013,
377,Come Play with Me,,94,4.1,1977,
378,Paranoia,X,91,6.1,1969,
379,A Night at the Opera,Passed,96,7.9,1935,
380,"Dance, Girl, Dance",Approved,90,6.7,1940,
381,Holiday Inn,Passed,100,7.4,1942,
382,Fun and Fancy Free,Approved,73,6.6,1947,66
383,Swing Time,Not Rated,103,7.6,1936,
384,Straight Outta Oz,,57,7.5,2016,
385,Carousel,Approved,128,6.6,1956,
386,Munna Bhai M.B.B.S.,Not Rated,156,8.1,2003,
387,Damn Yankees,Approved,111,7.1,1958,
388,The Nutcracker in 3D,PG,110,4.2,2010,18
389,Donkey Skin,G,91,7.0,1970,70
390,Yankee Doodle Dandy,Passed,126,7.7,1942,
391,Cinderella,R,94,5.9,1977,
392,Jingle Jangle,,,,2020,
393,Poultrygeist: Night of the Chicken Dead,Not Rated,103,6.2,2006,
394,The Ruling Class,PG,154,7.5,1972,
395,Let's Make Love,Not Rated,119,6.5,1960,
396,Mother India,Not Rated,172,8.1,1957,53
397,Jailhouse Rock,Not Rated,96,6.5,1957,
398,A Troll in Central Park,G,76,5.4,1994,
399,A Fish Tale,G,80,5.9,2000,
400,Rangeela,Not Rated,142,7.5,1995,
401,Little Shop of Horrors,,,,,
402,Show Boat,Approved,113,7.4,1936,
403,Summer Stock,Approved,108,7.2,1950,
404,Jagga Jasoos,TV-14,161,6.5,2017,
405,Love Never Dies,Not Rated,121,6.9,2012,
406,The Color Purple,,,,,
407,Aladdin 2,,,,,
408,You Really Got Me,,,,,
409,The Tigger Movie,G,77,6.3,2000,53
410,Jack and the Beanstalk,Passed,70,6.0,1952,
411,Beach Blanket Bingo,Unrated,98,5.7,1965,
412,The Band Wagon,Passed,112,7.5,1953,93
413,Oh! What a Lovely War,G,144,7.1,1969,
414,Scrooge,G,113,7.5,1970,58
415,Funny Lady,PG,136,6.3,1975,
416,The Happiest Millionaire,Approved,141,6.9,1967,
417,Becks,TV-14,98,6.3,2017,64
418,Viva,R,120,6.0,2007,58
419,Baazigar,R,175,7.7,1993,
420,Something Like Summer,,115,5.9,2017,
421,Artists and Models,Approved,109,6.6,1955,
422,Miss Saigon: 25th Anniversary,R,141,8.1,2016,
423,Gold Diggers of 1933,Passed,97,7.8,1933,
424,How to Stuff a Wild Bikini,Not Rated,93,4.7,1965,
425,Footlight Parade,Passed,104,7.6,1933,
426,Cherry Pop,,79,4.4,2017,
427,The Hunchback of Notre Dame,,,,,
428,Happily Ever After,G,75,5.5,1990,
429,Easter Parade,Approved,103,7.4,1948,
430,The Great Ziegfeld,Not Rated,176,6.7,1936,
431,Star!,G,176,6.5,1968,
