,Movie Title,Certification,Runtime,Rating,Release Year,Metascore
170,The Big Sick,R,120,7.6,2017,86
171,Breakfast at Tiffany's,Not Rated,115,7.7,1961,76
172,Sixteen Candles,PG,93,7.1,1984,61
173,The Phantom of the Opera,PG-13,143,7.3,2004,40
174,The Princess and the Frog,G,97,7.1,2009,73
175,"Move Over, Darling",Approved,103,7.0,1963,
176,Revolutionary Road,R,119,7.3,2008,69
177,Malena,R,108,7.5,2000,54
178,Blue Valentine,R,112,7.4,2010,81
179,Lolita,R,137,6.9,1997,46
180,Bridget Jones's Diary,R,97,6.7,2001,66
181,Pretty in Pink,PG-13,97,6.8,1986,57
182,I Now Pronounce You Chuck & Larry,PG-13,115,5.9,2007,37
183,Hairspray,PG,117,6.6,2007,81
184,Cuddle Weather,,95,7.0,2019,
185,Peter Pan,PG,113,6.8,2003,64
186,Beast,R,107,6.8,2017,74
187,Beauty and the Beast,G,84,8.0,1991,95
188,I Lost My Body,TV-MA,81,7.6,2019,80
189,Brooklyn,PG-13,117,7.5,2015,88
190,Weird Science,PG-13,94,6.6,1985,46
191,Never Been Kissed,PG-13,107,6.1,1999,60
192,Don Jon,R,90,6.5,2013,66
193,The Perfect Date,TV-14,89,5.8,2019,
194,Wet Hot American Summer,R,97,6.6,2001,42
195,Meet Joe Black,PG-13,178,7.2,1998,43
196,Yes Man,PG-13,104,6.8,2008,46
197,"Love, Rosie",R,102,7.2,2014,44
198,Sufna,,144,8.6,2020,
199,The Legend of Tarzan,PG-13,110,6.2,2016,44
200,Click,PG-13,107,6.4,2006,45
201,The Last of the Mohicans,R,112,7.7,1992,76
202,West Side Story,Not Rated,153,7.5,1961,86
203,The Theory of Everything,PG-13,123,7.7,2014,72
204,Steel Magnolias,PG,117,7.3,1989,56
205,The Tourist,PG-13,103,6.0,2010,37
206,Flashdance,R,95,6.2,1983,39
207,P.S. I Love You,PG-13,126,7.0,2007,39
208,The Philadelphia Story,Not Rated,112,7.9,1940,96
209,Up in the Air,R,109,7.4,2009,83
210,The Princess Diaries,G,111,6.3,2001,52
211,"Faith, Hope & Love",PG,106,6.6,2019,
212,The 40-Year-Old Virgin,R,116,7.1,2005,73
213,Leaving Las Vegas,R,111,7.5,1995,82
214,Cold Mountain,R,154,7.2,2003,73
215,Enchanted,PG,107,7.0,2007,75
216,Legends of the Fall,R,133,7.6,1994,45
217,She's the Man,PG-13,105,6.3,2006,45
218,Big,PG,104,7.3,1988,73
219,Punch-Drunk Love,R,95,7.3,2002,78
220,Dick Tracy,PG,105,6.1,1990,68
221,The Parent Trap,PG,128,6.5,1998,64
222,The English Patient,R,162,7.4,1996,87
223,Legend,PG,94,6.5,1985,30
224,The Old Man & the Gun,PG-13,93,6.7,2018,80
225,The Graduate,PG,106,8.0,1967,83
226,The Mask of Zorro,PG-13,136,6.7,1998,63
227,Gigi,G,115,6.7,1958,82
228,A Bronx Tale,R,121,7.8,1993,80
229,The Beach,R,119,6.7,2000,43
230,Hot Summer Nights,R,107,6.4,2017,44
231,Frances Ha,R,86,7.5,2012,82
232,The Last Picture Show,R,118,8.0,1971,93
233,50 First Dates,PG-13,99,6.8,2004,48
234,What Men Want,R,117,5.2,2019,49
235,Lady Macbeth,R,89,6.8,2016,76
236,The Life Aquatic with Steve Zissou,R,119,7.3,2004,62
237,The Fault in Our Stars,PG-13,126,7.7,2014,69
238,The Piano,R,121,7.6,1993,89
239,The Blue Lagoon,R,104,5.8,1980,31
240,Isn't It Romantic,PG-13,89,5.9,2019,60
241,The Longest Ride,PG-13,123,7.1,2015,33
242,9 Songs,Not Rated,71,4.8,2004,43
243,The Little Mermaid,,,,(III,
244,The Age of Adaline,PG-13,112,7.2,2015,51
245,Below Her Mouth,Not Rated,94,5.5,2016,42
246,Trainwreck,R,125,6.2,2015,75
247,Dear John,PG-13,108,6.3,2010,43
248,The Kissing Booth 2,,,,2020,
249,Before Sunrise,R,101,8.1,1995,77
250,Lolita,Not Rated,153,7.6,1962,79
251,By the Sea,R,122,5.3,2015,44
252,The Twilight Saga: New Moon,PG-13,130,4.7,2009,44
253,500 Days of Summer,PG-13,95,7.7,2009,76
254,La Belle Époque,R,115,7.6,2019,75
255,The House Bunny,PG-13,97,5.5,2008,55
256,We Are Your Friends,R,96,6.2,2015,46
257,My Girl,PG,102,6.9,1991,56
258,Cinderella,,,,2021,
259,The Uninvited,Not Rated,99,7.3,1944,
260,Romancing the Stone,PG,106,6.9,1984,63
261,Peggy Sue Got Married,PG-13,103,6.3,1986,74
262,What Dreams May Come,PG-13,113,7.0,1998,44
263,In the Mood for Love,PG,98,8.1,2000,85
264,Friends with Benefits,R,109,6.5,2011,63
265,Original Sin,R,116,6.1,2001,33
266,Boys Don't Cry,R,118,7.5,1999,86
267,And Then We Danced,,113,8.0,2019,66
268,The Lovebirds,R,86,,2020,
269,All the Bright Places,,107,,2020,
270,Closer,R,104,7.2,2004,65
271,Love & Other Drugs,R,112,6.7,2010,55
272,The Twilight Saga: Eclipse,PG-13,124,5.0,2010,58
273,The Pink Panther,Not Rated,115,7.1,1963,55
274,Popeye,PG,114,5.3,1980,64
275,A Knight's Tale,PG-13,132,6.9,2001,56
276,Life Itself,R,117,6.7,2018,21
277,Shakespeare in Love,R,123,7.1,1998,87
278,Legally Blonde,PG-13,96,6.3,2001,59
279,The Saint,PG-13,116,6.2,1997,50
280,The Heartbreak Kid,R,116,5.8,2007,46
281,Sex and the City 2,R,146,4.5,2010,27
282,Sideways,R,127,7.5,2004,94
283,Cruel Intentions,R,97,6.8,1999,56
284,The Twilight Saga: Breaking Dawn - Part 1,PG-13,117,4.9,2011,45
285,Some Like It Hot,Not Rated,121,8.2,1959,98
286,Four Weddings and a Funeral,R,117,7.0,1994,81
287,This Is 40,R,134,6.2,2012,59
288,Focus,R,105,6.6,2015,56
289,Always Be My Maybe,PG-13,101,6.8,2019,64
290,Sex and Lucía,R,128,7.1,2001,65
291,Around the World in 80 Days,G,175,6.8,1956,
292,Skin,R,118,7.3,2018,58
293,Knocked Up,R,129,6.9,2007,85
294,The Children's Hour,Not Rated,108,7.8,1961,49
295,The Virgin Suicides,R,97,7.2,1999,76
296,Excalibur,PG,140,7.4,1981,56
297,Carol,R,118,7.2,2015,94
298,There's Something About Mary,R,119,7.1,1998,69
299,How to Lose a Guy in 10 Days,PG-13,116,6.4,2003,45
300,"Love, Simon",PG-13,110,7.6,2018,72
301,Sleepless in Seattle,PG,105,6.8,1993,72
302,Porco Rosso,PG,94,7.8,1992,83
303,Earth Girls Are Easy,PG,100,5.3,1988,66
304,The Talk of the Town,Approved,118,7.5,1942,
305,Norbit,PG-13,102,4.0,2007,27
306,Noah,PG-13,138,5.8,2014,68
307,If Beale Street Could Talk,R,119,7.1,2018,87
308,Chloe,R,96,6.3,2009,48
309,St. Elmo's Fire,R,110,6.4,1985,35
310,Forgetting Sarah Marshall,R,111,7.1,2008,67
311,The Artist,PG-13,100,7.9,2011,89
312,Pati Patni Aur Woh,Not Rated,126,5.9,2019,
313,The Little Rascals,PG,82,6.3,1994,45
